statement,connective,pattern,label,conj_a,conj_b
The city of Asansol is in India and the city of Kisangani is in China.,and,TF,0,The city of Asansol is in India.,The city of Kisangani is in China.
The city of Zahedan is in Iran and the city of Bikaner is in South Korea.,and,TF,0,The city of Zahedan is in Iran.,The city of Bikaner is in South Korea.
The city of Cimahi is in Indonesia and the city of Zhaotong is in China.,and,TT,1,The city of Cimahi is in Indonesia.,The city of Zhaotong is in China.
The city of Pekanbaru is in India or the city of Asmara is in Eritrea.,or,FT,1,The city of Pekanbaru is in India.,The city of Asmara is in Eritrea.
The city of Shangqiu is in China or the city of Mississauga is in Canada.,or,TT,1,The city of Shangqiu is in China.,The city of Mississauga is in Canada.
The city of Cimahi is in Indonesia or the city of Ulyanovsk is in Russia.,or,TT,1,The city of Cimahi is in Indonesia.,The city of Ulyanovsk is in Russia.
The city of Guatemala City is in Guatemala and the city of Dombivli is in Mali.,and,TF,0,The city of Guatemala City is in Guatemala.,The city of Dombivli is in Mali.
The city of Kumasi is in India or the city of Agadir is in Morocco.,or,FT,1,The city of Kumasi is in India.,The city of Agadir is in Morocco.
The city of Yingkou is in China or the city of Balikpapan is in Indonesia.,or,TT,1,The city of Yingkou is in China.,The city of Balikpapan is in Indonesia.
The city of Xingtai is in Russia and the city of Bokaro is in China.,and,FF,0,The city of Xingtai is in Russia.,The city of Bokaro is in China.
The city of Jos is in Nigeria and the city of Marrakesh is in Malaysia.,and,TF,0,The city of Jos is in Nigeria.,The city of Marrakesh is in Malaysia.
The city of Cebu City is in the Philippines or the city of Kaduna is in Turkey.,or,TF,1,The city of Cebu City is in the Philippines.,The city of Kaduna is in Turkey.
The city of Tiruchirappalli is in Iraq or the city of Dongying is in China.,or,FT,1,The city of Tiruchirappalli is in Iraq.,The city of Dongying is in China.
The city of Sangli is in Japan and the city of Samarkand is in Uzbekistan.,and,FT,0,The city of Sangli is in Japan.,The city of Samarkand is in Uzbekistan.
The city of Lome is in Yemen and the city of Jieyang is in China.,and,FT,0,The city of Lome is in Yemen.,The city of Jieyang is in China.
The city of Madinat an Nasr is in Egypt or the city of Las Pinas is in Yemen.,or,TF,1,The city of Madinat an Nasr is in Egypt.,The city of Las Pinas is in Yemen.
The city of Kuantan is in India or the city of Tiruchirappalli is in India.,or,FT,1,The city of Kuantan is in India.,The city of Tiruchirappalli is in India.
The city of Tolyatti is in Ghana or the city of Casablanca is in Russia.,or,FF,0,The city of Tolyatti is in Ghana.,The city of Casablanca is in Russia.
The city of Ajmer is in India or the city of Mar del Plata is in Nigeria.,or,TF,1,The city of Ajmer is in India.,The city of Mar del Plata is in Nigeria.
The city of Al Ahmadi is in Japan or the city of Agadir is in Morocco.,or,FT,1,The city of Al Ahmadi is in Japan.,The city of Agadir is in Morocco.
The city of Shenyang is in China and the city of Sanya is in China.,and,TT,1,The city of Shenyang is in China.,The city of Sanya is in China.
The city of Amritsar is in India or the city of Yingkou is in China.,or,TT,1,The city of Amritsar is in India.,The city of Yingkou is in China.
The city of Nagpur is in Denmark and the city of Asuncion is in Nigeria.,and,FF,0,The city of Nagpur is in Denmark.,The city of Asuncion is in Nigeria.
The city of Maceio is in Brazil or the city of Arequipa is in Peru.,or,TT,1,The city of Maceio is in Brazil.,The city of Arequipa is in Peru.
The city of Nagoya is in Japan or the city of Sao Bernardo do Campo is in Zambia.,or,TF,1,The city of Nagoya is in Japan.,The city of Sao Bernardo do Campo is in Zambia.
The city of Bahcelievler is in Turkey or the city of Suez is in Brazil.,or,TF,1,The city of Bahcelievler is in Turkey.,The city of Suez is in Brazil.
The city of Juiz de Fora is in Brazil and the city of Kemerovo is in India.,and,TF,0,The city of Juiz de Fora is in Brazil.,The city of Kemerovo is in India.
The city of Sao Bernardo do Campo is in Brazil and the city of Daegu is in the United States.,and,TF,0,The city of Sao Bernardo do Campo is in Brazil.,The city of Daegu is in the United States.
The city of Tyumen is in Russia or the city of Chengdu is in South Korea.,or,TF,1,The city of Tyumen is in Russia.,The city of Chengdu is in South Korea.
The city of Khabarovsk Vtoroy is in China or the city of Chizhou is in the Republic of the Congo.,or,FF,0,The city of Khabarovsk Vtoroy is in China.,The city of Chizhou is in the Republic of the Congo.
The city of Bogor is in Indonesia or the city of Port-au-Prince is in South Korea.,or,TF,1,The city of Bogor is in Indonesia.,The city of Port-au-Prince is in South Korea.
The city of Mandalay is in Algeria and the city of Khulna is in Japan.,and,FF,0,The city of Mandalay is in Algeria.,The city of Khulna is in Japan.
The city of Puente Alto is in Chile or the city of Ulan Bator is in Ukraine.,or,TF,1,The city of Puente Alto is in Chile.,The city of Ulan Bator is in Ukraine.
The city of Douala is in Russia and the city of Arak is in Iran.,and,FT,0,The city of Douala is in Russia.,The city of Arak is in Iran.
The city of Jakarta is in Indonesia and the city of Sangli is in Japan.,and,TF,0,The city of Jakarta is in Indonesia.,The city of Sangli is in Japan.
The city of Incheon is in South Korea and the city of New Kingston is in Jamaica.,and,TT,1,The city of Incheon is in South Korea.,The city of New Kingston is in Jamaica.
The city of Pontianak is in India and the city of Lu'an is in Turkey.,and,FF,0,The city of Pontianak is in India.,The city of Lu'an is in Turkey.
The city of Frankfurt am Main is in Vietnam or the city of Kalyan is in India.,or,FT,1,The city of Frankfurt am Main is in Vietnam.,The city of Kalyan is in India.
The city of Mogadishu is in Somalia and the city of Rostov-na-Donu is in the United Arab Emirates.,and,TF,0,The city of Mogadishu is in Somalia.,The city of Rostov-na-Donu is in the United Arab Emirates.
The city of Puducherry is in India and the city of Santo Domingo Este is in the Dominican Republic.,and,TT,1,The city of Puducherry is in India.,The city of Santo Domingo Este is in the Dominican Republic.
The city of Dombivli is in Mali or the city of Porto Velho is in Brazil.,or,FT,1,The city of Dombivli is in Mali.,The city of Porto Velho is in Brazil.
The city of Zhangjiakou is in China and the city of Ansan-si is in Canada.,and,TF,0,The city of Zhangjiakou is in China.,The city of Ansan-si is in Canada.
The city of Wuzhou is in China or the city of Petaling Jaya is in Bosnia and Herzegovina.,or,TF,1,The city of Wuzhou is in China.,The city of Petaling Jaya is in Bosnia and Herzegovina.
The city of Tembisa is in South Africa or the city of Tirunelveli is in India.,or,TT,1,The city of Tembisa is in South Africa.,The city of Tirunelveli is in India.
The city of Pimpri is in India or the city of Changshu is in the Philippines.,or,TF,1,The city of Pimpri is in India.,The city of Changshu is in the Philippines.
The city of Zaozhuang is in Belarus and the city of Lu'an is in Turkey.,and,FF,0,The city of Zaozhuang is in Belarus.,The city of Lu'an is in Turkey.
The city of Jaboatao dos Guararapes is in Brazil and the city of Bayannur is in Russia.,and,TF,0,The city of Jaboatao dos Guararapes is in Brazil.,The city of Bayannur is in Russia.
The city of Foshan is in Mozambique and the city of Putian is in Vietnam.,and,FF,0,The city of Foshan is in Mozambique.,The city of Putian is in Vietnam.
The city of Panzhihua is in China and the city of Guiyang is in China.,and,TT,1,The city of Panzhihua is in China.,The city of Guiyang is in China.
The city of Dehra Dun is in India and the city of Xingtai is in China.,and,TT,1,The city of Dehra Dun is in India.,The city of Xingtai is in China.
The city of Xianning is in Lebanon or the city of Saratov is in Indonesia.,or,FF,0,The city of Xianning is in Lebanon.,The city of Saratov is in Indonesia.
The city of Sanmenxia is in China or the city of Bhopal is in India.,or,TT,1,The city of Sanmenxia is in China.,The city of Bhopal is in India.
The city of Hohhot is in China or the city of Grosszschocher is in China.,or,TF,1,The city of Hohhot is in China.,The city of Grosszschocher is in China.
The city of Maiduguri is in Nigeria or the city of Theni is in Nigeria.,or,TF,1,The city of Maiduguri is in Nigeria.,The city of Theni is in Nigeria.
The city of Incheon is in India or the city of Kampala is in Uganda.,or,FT,1,The city of Incheon is in India.,The city of Kampala is in Uganda.
The city of Contagem is in Indonesia or the city of Ouagadougou is in China.,or,FF,0,The city of Contagem is in Indonesia.,The city of Ouagadougou is in China.
The city of Guayaquil is in China and the city of Chongqing is in China.,and,FT,0,The city of Guayaquil is in China.,The city of Chongqing is in China.
The city of Cape Town is in China or the city of Quzhou is in China.,or,FT,1,The city of Cape Town is in China.,The city of Quzhou is in China.
The city of Davao is in the Philippines or the city of Nyala is in Sudan.,or,TT,1,The city of Davao is in the Philippines.,The city of Nyala is in Sudan.
The city of Zhenjiang is in Germany and the city of Nairobi is in Mexico.,and,FF,0,The city of Zhenjiang is in Germany.,The city of Nairobi is in Mexico.
The city of Daejeon is in India and the city of Surat is in India.,and,FT,0,The city of Daejeon is in India.,The city of Surat is in India.
The city of Chandigarh is in China and the city of Balikpapan is in Japan.,and,FF,0,The city of Chandigarh is in China.,The city of Balikpapan is in Japan.
The city of Adana is in Togo and the city of Saitama is in Japan.,and,FT,0,The city of Adana is in Togo.,The city of Saitama is in Japan.
The city of Mogadishu is in Iran or the city of Linfen is in India.,or,FF,0,The city of Mogadishu is in Iran.,The city of Linfen is in India.
The city of Pasig City is in the Philippines and the city of Jiaozuo is in China.,and,TT,1,The city of Pasig City is in the Philippines.,The city of Jiaozuo is in China.
The city of Tolyatti is in Ghana or the city of Tyumen is in Mexico.,or,FF,0,The city of Tolyatti is in Ghana.,The city of Tyumen is in Mexico.
The city of Contagem is in Indonesia and the city of Saratov is in Indonesia.,and,FF,0,The city of Contagem is in Indonesia.,The city of Saratov is in Indonesia.
The city of Klang is in Malaysia or the city of Mazar-e Sharif is in Afghanistan.,or,TT,1,The city of Klang is in Malaysia.,The city of Mazar-e Sharif is in Afghanistan.
The city of Chaozhou is in South Korea and the city of Buraydah is in Rwanda.,and,FF,0,The city of Chaozhou is in South Korea.,The city of Buraydah is in Rwanda.
The city of Leipzig is in Russia or the city of New South Memphis is in the United States.,or,FT,1,The city of Leipzig is in Russia.,The city of New South Memphis is in the United States.
The city of Zigong is in Turkey or the city of Huangshi is in India.,or,FF,0,The city of Zigong is in Turkey.,The city of Huangshi is in India.
The city of Quebec is in Canada and the city of Rohini is in Russia.,and,TF,0,The city of Quebec is in Canada.,The city of Rohini is in Russia.
The city of Ibadan is in Malaysia or the city of Longyan is in Benin.,or,FF,0,The city of Ibadan is in Malaysia.,The city of Longyan is in Benin.
The city of Mumbai is in India or the city of Pontianak is in India.,or,TF,1,The city of Mumbai is in India.,The city of Pontianak is in India.
The city of Faisalabad is in Pakistan and the city of Douala is in Russia.,and,TF,0,The city of Faisalabad is in Pakistan.,The city of Douala is in Russia.
The city of Khabarovsk is in Saudi Arabia and the city of Petaling Jaya is in Malaysia.,and,FT,0,The city of Khabarovsk is in Saudi Arabia.,The city of Petaling Jaya is in Malaysia.
The city of Hubli is in India and the city of Zhoushan is in the Philippines.,and,TF,0,The city of Hubli is in India.,The city of Zhoushan is in the Philippines.
The city of Agadir is in Bangladesh and the city of Fes is in Mali.,and,FF,0,The city of Agadir is in Bangladesh.,The city of Fes is in Mali.
The city of The Bronx is in the United States and the city of Bulawayo is in Zimbabwe.,and,TT,1,The city of The Bronx is in the United States.,The city of Bulawayo is in Zimbabwe.
The city of Bijie is in China and the city of Sulaymaniyah is in Iraq.,and,TT,1,The city of Bijie is in China.,The city of Sulaymaniyah is in Iraq.
The city of Fukuoka is in Senegal and the city of Copenhagen is in Denmark.,and,FT,0,The city of Fukuoka is in Senegal.,The city of Copenhagen is in Denmark.
The city of Luohe is in China or the city of Khulna is in Bangladesh.,or,TT,1,The city of Luohe is in China.,The city of Khulna is in Bangladesh.
The city of Fort Worth is in the United States and the city of Ulyanovsk is in Russia.,and,TT,1,The city of Fort Worth is in the United States.,The city of Ulyanovsk is in Russia.
The city of Sangli is in India or the city of Nova Iguacu is in Brazil.,or,TT,1,The city of Sangli is in India.,The city of Nova Iguacu is in Brazil.
The city of Neijiang is in China and the city of Seongnam-si is in Russia.,and,TF,0,The city of Neijiang is in China.,The city of Seongnam-si is in Russia.
The city of Nanchang is in China or the city of Tyumen is in Russia.,or,TT,1,The city of Nanchang is in China.,The city of Tyumen is in Russia.
"The city of Mianzhu, Deyang, Sichuan is in India or the city of Sambhaji Nagar is in China.",or,FF,0,"The city of Mianzhu, Deyang, Sichuan is in India.",The city of Sambhaji Nagar is in China.
The city of Kuantan is in India or the city of Maputo is in Mozambique.,or,FT,1,The city of Kuantan is in India.,The city of Maputo is in Mozambique.
The city of Kobe is in Japan or the city of Mogadishu is in Iran.,or,TF,1,The city of Kobe is in Japan.,The city of Mogadishu is in Iran.
The city of Baghdad is in China or the city of Shangyu is in China.,or,FT,1,The city of Baghdad is in China.,The city of Shangyu is in China.
The city of Guang'an is in Germany and the city of Zunyi is in China.,and,FT,0,The city of Guang'an is in Germany.,The city of Zunyi is in China.
The city of Suqian is in China and the city of Maiduguri is in Nigeria.,and,TT,1,The city of Suqian is in China.,The city of Maiduguri is in Nigeria.
The city of Kuantan is in India or the city of Nanjing is in China.,or,FT,1,The city of Kuantan is in India.,The city of Nanjing is in China.
The city of Kinshasa is in Brazil or the city of Yangquan is in China.,or,FT,1,The city of Kinshasa is in Brazil.,The city of Yangquan is in China.
The city of San Pedro Sula is in Honduras or the city of Wroclaw is in Mexico.,or,TF,1,The city of San Pedro Sula is in Honduras.,The city of Wroclaw is in Mexico.
The city of Ulan Bator is in Ukraine and the city of Denpasar is in Brazil.,and,FF,0,The city of Ulan Bator is in Ukraine.,The city of Denpasar is in Brazil.
The city of Manaus is in Turkey or the city of Dnipro is in Russia.,or,FF,0,The city of Manaus is in Turkey.,The city of Dnipro is in Russia.
The city of Cebu City is in China or the city of Ranchi is in India.,or,FT,1,The city of Cebu City is in China.,The city of Ranchi is in India.
The city of Kahriz is in Uzbekistan or the city of Haiphong is in Vietnam.,or,FT,1,The city of Kahriz is in Uzbekistan.,The city of Haiphong is in Vietnam.
The city of Jeddah is in Myanmar or the city of Madurai is in Burundi.,or,FF,0,The city of Jeddah is in Myanmar.,The city of Madurai is in Burundi.
The city of Kaduna is in Turkey and the city of Mexicali is in Mexico.,and,FT,0,The city of Kaduna is in Turkey.,The city of Mexicali is in Mexico.
The city of Barranquilla is in Pakistan or the city of Yibin is in China.,or,FT,1,The city of Barranquilla is in Pakistan.,The city of Yibin is in China.
The city of Pyongyang is in North Korea and the city of Rawalpindi is in Pakistan.,and,TT,1,The city of Pyongyang is in North Korea.,The city of Rawalpindi is in Pakistan.
The city of Al Mahallah al Kubra is in Egypt and the city of Bagcilar is in Turkey.,and,TT,1,The city of Al Mahallah al Kubra is in Egypt.,The city of Bagcilar is in Turkey.
The city of Ma'anshan is in China or the city of Anshun is in Brazil.,or,TF,1,The city of Ma'anshan is in China.,The city of Anshun is in Brazil.
The city of Perm is in Russia and the city of Mumbai is in India.,and,TT,1,The city of Perm is in Russia.,The city of Mumbai is in India.
The city of Kermanshah is in Iran or the city of Bijie is in Indonesia.,or,TF,1,The city of Kermanshah is in Iran.,The city of Bijie is in Indonesia.
The city of Pietermaritzburg is in China or the city of Diyarbakir is in Turkey.,or,FT,1,The city of Pietermaritzburg is in China.,The city of Diyarbakir is in Turkey.
The city of Zhangjiakou is in India and the city of Reynosa is in China.,and,FF,0,The city of Zhangjiakou is in India.,The city of Reynosa is in China.
The city of Battagram is in Pakistan or the city of Foshan is in China.,or,TT,1,The city of Battagram is in Pakistan.,The city of Foshan is in China.
The city of Jinan is in China and the city of Pekanbaru is in Indonesia.,and,TT,1,The city of Jinan is in China.,The city of Pekanbaru is in Indonesia.
The city of Managua is in Turkey or the city of Duesseldorf is in Mexico.,or,FF,0,The city of Managua is in Turkey.,The city of Duesseldorf is in Mexico.
The city of Port Harcourt is in Nigeria or the city of Pasig City is in Morocco.,or,TF,1,The city of Port Harcourt is in Nigeria.,The city of Pasig City is in Morocco.
The city of Makassar is in Indonesia or the city of Pekanbaru is in Indonesia.,or,TT,1,The city of Makassar is in Indonesia.,The city of Pekanbaru is in Indonesia.
The city of Kahriz is in Uzbekistan and the city of Kirkuk is in Iraq.,and,FT,0,The city of Kahriz is in Uzbekistan.,The city of Kirkuk is in Iraq.
The city of Bokaro is in India and the city of Quito is in Ecuador.,and,TT,1,The city of Bokaro is in India.,The city of Quito is in Ecuador.
The city of Mumbai is in India and the city of Incheon is in India.,and,TF,0,The city of Mumbai is in India.,The city of Incheon is in India.
The city of Casablanca is in Russia and the city of Adana is in Turkey.,and,FT,0,The city of Casablanca is in Russia.,The city of Adana is in Turkey.
The city of Bahawalpur is in China or the city of Izhevsk is in Russia.,or,FT,1,The city of Bahawalpur is in China.,The city of Izhevsk is in Russia.
The city of Zibo is in China or the city of Kampung Baru Subang is in the Philippines.,or,TF,1,The city of Zibo is in China.,The city of Kampung Baru Subang is in the Philippines.
The city of Brazzaville is in Nigeria or the city of Shaoxing is in the Philippines.,or,FF,0,The city of Brazzaville is in Nigeria.,The city of Shaoxing is in the Philippines.
The city of Nasiriyah is in Iraq and the city of Khabarovsk is in Saudi Arabia.,and,TF,0,The city of Nasiriyah is in Iraq.,The city of Khabarovsk is in Saudi Arabia.
The city of Nashik is in India or the city of Paranaque City is in the Philippines.,or,TT,1,The city of Nashik is in India.,The city of Paranaque City is in the Philippines.
The city of Kuantan is in Malaysia or the city of Xingtai is in Russia.,or,TF,1,The city of Kuantan is in Malaysia.,The city of Xingtai is in Russia.
The city of Qujing is in India or the city of Pyongyang is in North Korea.,or,FT,1,The city of Qujing is in India.,The city of Pyongyang is in North Korea.
The city of Huainan is in Egypt and the city of Sanya is in China.,and,FT,0,The city of Huainan is in Egypt.,The city of Sanya is in China.
The city of Prayagraj is in India and the city of Hengyang is in Turkey.,and,TF,0,The city of Prayagraj is in India.,The city of Hengyang is in Turkey.
The city of Mbuji-Mayi is in the Democratic Republic of the Congo and the city of Qom is in Iran.,and,TT,1,The city of Mbuji-Mayi is in the Democratic Republic of the Congo.,The city of Qom is in Iran.
The city of Bouake is in China and the city of Sargodha is in India.,and,FF,0,The city of Bouake is in China.,The city of Sargodha is in India.
The city of Bouake is in China and the city of Bhayandar is in India.,and,FT,0,The city of Bouake is in China.,The city of Bhayandar is in India.
The city of Matola is in Mozambique and the city of Harbin is in China.,and,TT,1,The city of Matola is in Mozambique.,The city of Harbin is in China.
The city of Nagpur is in Denmark and the city of Baku is in Azerbaijan.,and,FT,0,The city of Nagpur is in Denmark.,The city of Baku is in Azerbaijan.
The city of Rajkot is in India and the city of Surakarta is in Indonesia.,and,TT,1,The city of Rajkot is in India.,The city of Surakarta is in Indonesia.
The city of Vadodara is in India or the city of Jieyang is in China.,or,TT,1,The city of Vadodara is in India.,The city of Jieyang is in China.
The city of Guatemala City is in Guatemala and the city of Yichang is in China.,and,TT,1,The city of Guatemala City is in Guatemala.,The city of Yichang is in China.
The city of Contagem is in Indonesia and the city of Pimpri is in India.,and,FT,0,The city of Contagem is in Indonesia.,The city of Pimpri is in India.
The city of Meizhou is in China or the city of Cucuta is in India.,or,TF,1,The city of Meizhou is in China.,The city of Cucuta is in India.
The city of Joao Pessoa is in Brazil or the city of Shaoguan is in China.,or,TT,1,The city of Joao Pessoa is in Brazil.,The city of Shaoguan is in China.
The city of Isfahan is in China and the city of Latakia is in Syria.,and,FT,0,The city of Isfahan is in China.,The city of Latakia is in Syria.
The city of Dhanbad is in India or the city of Hanoi is in Poland.,or,TF,1,The city of Dhanbad is in India.,The city of Hanoi is in Poland.
The city of Cheonan is in Myanmar or the city of Duque de Caxias is in Côte d'Ivoire.,or,FF,0,The city of Cheonan is in Myanmar.,The city of Duque de Caxias is in Côte d'Ivoire.
The city of Pyongyang is in North Korea and the city of Multan is in Ecuador.,and,TF,0,The city of Pyongyang is in North Korea.,The city of Multan is in Ecuador.
The city of Bhavnagar is in Japan or the city of Acapulco de Juarez is in Mexico.,or,FT,1,The city of Bhavnagar is in Japan.,The city of Acapulco de Juarez is in Mexico.
The city of Baise is in China and the city of Mudanjiang is in Turkey.,and,TF,0,The city of Baise is in China.,The city of Mudanjiang is in Turkey.
The city of Onitsha is in China or the city of Duesseldorf is in Mexico.,or,FF,0,The city of Onitsha is in China.,The city of Duesseldorf is in Mexico.
The city of Tianjin is in China and the city of Maturin is in Saudi Arabia.,and,TF,0,The city of Tianjin is in China.,The city of Maturin is in Saudi Arabia.
The city of Ar Raqqah is in Iraq or the city of Weifang is in China.,or,FT,1,The city of Ar Raqqah is in Iraq.,The city of Weifang is in China.
The city of Jilin is in China and the city of Bokaro is in India.,and,TT,1,The city of Jilin is in China.,The city of Bokaro is in India.
The city of Kirkuk is in China and the city of Rangpur is in Russia.,and,FF,0,The city of Kirkuk is in China.,The city of Rangpur is in Russia.
The city of Abidjan is in China and the city of Samarkand is in Uzbekistan.,and,FT,0,The city of Abidjan is in China.,The city of Samarkand is in Uzbekistan.
The city of Rajkot is in Russia or the city of Asuncion is in Nigeria.,or,FF,0,The city of Rajkot is in Russia.,The city of Asuncion is in Nigeria.
The city of Cancun is in Mexico or the city of Chuzhou is in China.,or,TT,1,The city of Cancun is in Mexico.,The city of Chuzhou is in China.
The city of Ebute Ikorodu is in Nigeria and the city of Bekasi is in Indonesia.,and,TT,1,The city of Ebute Ikorodu is in Nigeria.,The city of Bekasi is in Indonesia.
The city of Karol Bagh is in Syria or the city of Ecatepec de Morelos is in India.,or,FF,0,The city of Karol Bagh is in Syria.,The city of Ecatepec de Morelos is in India.
The city of Seoul is in South Korea or the city of Huangshi is in China.,or,TT,1,The city of Seoul is in South Korea.,The city of Huangshi is in China.
The city of Nyala is in Sudan and the city of Xuchang is in China.,and,TT,1,The city of Nyala is in Sudan.,The city of Xuchang is in China.
The city of Kota Bharu is in Malaysia and the city of Battagram is in Tanzania.,and,TF,0,The city of Kota Bharu is in Malaysia.,The city of Battagram is in Tanzania.
The city of Batam is in Indonesia and the city of Dar es Salaam is in Tanzania.,and,TT,1,The city of Batam is in Indonesia.,The city of Dar es Salaam is in Tanzania.
The city of Visakhapatnam is in Indonesia or the city of Ipoh is in Malaysia.,or,FT,1,The city of Visakhapatnam is in Indonesia.,The city of Ipoh is in Malaysia.
The city of New York City is in the United States and the city of Tiruchirappalli is in Iraq.,and,TF,0,The city of New York City is in the United States.,The city of Tiruchirappalli is in Iraq.
The city of Anyang-si is in South Korea or the city of Budapest is in Iraq.,or,TF,1,The city of Anyang-si is in South Korea.,The city of Budapest is in Iraq.
The city of Antwerpen is in Japan and the city of Grosszschocher is in Germany.,and,FT,0,The city of Antwerpen is in Japan.,The city of Grosszschocher is in Germany.
The city of Zhangye is in Venezuela and the city of Baku is in Ukraine.,and,FF,0,The city of Zhangye is in Venezuela.,The city of Baku is in Ukraine.
The city of Tanggu is in China and the city of Ahvaz is in China.,and,TF,0,The city of Tanggu is in China.,The city of Ahvaz is in China.
The city of Xingtai is in China or the city of Mexicali is in Mexico.,or,TT,1,The city of Xingtai is in China.,The city of Mexicali is in Mexico.
The city of Tangshan is in India or the city of Lianyungang is in China.,or,FT,1,The city of Tangshan is in India.,The city of Lianyungang is in China.
The city of Weihai is in China or the city of Taiz is in Burkina Faso.,or,TF,1,The city of Weihai is in China.,The city of Taiz is in Burkina Faso.
The city of Huainan is in China or the city of Shanghai is in China.,or,TT,1,The city of Huainan is in China.,The city of Shanghai is in China.
The city of Nashik is in India and the city of Vilnius is in China.,and,TF,0,The city of Nashik is in India.,The city of Vilnius is in China.
The city of Sapporo is in Mexico or the city of Guang'an is in China.,or,FT,1,The city of Sapporo is in Mexico.,The city of Guang'an is in China.
The city of Guankou is in Pakistan or the city of Banjarmasin is in South Korea.,or,FF,0,The city of Guankou is in Pakistan.,The city of Banjarmasin is in South Korea.
The city of Sofia is in Bulgaria and the city of Cimahi is in Germany.,and,TF,0,The city of Sofia is in Bulgaria.,The city of Cimahi is in Germany.
The city of Ulan Bator is in Mongolia or the city of Comilla is in Bangladesh.,or,TT,1,The city of Ulan Bator is in Mongolia.,The city of Comilla is in Bangladesh.
The city of Abu Ghurayb is in Iraq and the city of Karol Bagh is in Syria.,and,TF,0,The city of Abu Ghurayb is in Iraq.,The city of Karol Bagh is in Syria.
The city of Jiamusi is in China or the city of Kakamega is in Kenya.,or,TT,1,The city of Jiamusi is in China.,The city of Kakamega is in Kenya.
The city of Aktobe is in Kazakhstan and the city of Eskisehir is in Turkey.,and,TT,1,The city of Aktobe is in Kazakhstan.,The city of Eskisehir is in Turkey.
The city of Weinan is in China and the city of Cape Town is in China.,and,TF,0,The city of Weinan is in China.,The city of Cape Town is in China.
The city of Bhiwandi is in China and the city of Calgary is in India.,and,FF,0,The city of Bhiwandi is in China.,The city of Calgary is in India.
The city of Zibo is in China and the city of Cape Town is in South Africa.,and,TT,1,The city of Zibo is in China.,The city of Cape Town is in South Africa.
The city of Karbala is in Iraq or the city of Aracaju is in Brazil.,or,TT,1,The city of Karbala is in Iraq.,The city of Aracaju is in Brazil.
The city of Penza is in Russia or the city of Dakar is in India.,or,TF,1,The city of Penza is in Russia.,The city of Dakar is in India.
The city of Kota Kinabalu is in the United States or the city of Aparecida de Goiania is in China.,or,FF,0,The city of Kota Kinabalu is in the United States.,The city of Aparecida de Goiania is in China.
The city of Bahawalpur is in China and the city of Kobe is in Japan.,and,FT,0,The city of Bahawalpur is in China.,The city of Kobe is in Japan.
The city of Cimahi is in Indonesia and the city of Yinchuan is in China.,and,TT,1,The city of Cimahi is in Indonesia.,The city of Yinchuan is in China.
The city of Meerut is in Nigeria and the city of Tirunelveli is in China.,and,FF,0,The city of Meerut is in Nigeria.,The city of Tirunelveli is in China.
The city of Chuzhou is in India and the city of Amritsar is in Moldova.,and,FF,0,The city of Chuzhou is in India.,The city of Amritsar is in Moldova.
The city of Quezon City is in the Philippines or the city of Aracaju is in Brazil.,or,TT,1,The city of Quezon City is in the Philippines.,The city of Aracaju is in Brazil.
The city of Jeddah is in Myanmar and the city of Tiruchirappalli is in Iraq.,and,FF,0,The city of Jeddah is in Myanmar.,The city of Tiruchirappalli is in Iraq.
The city of Shiraz is in Iran and the city of Ludhiana is in India.,and,TT,1,The city of Shiraz is in Iran.,The city of Ludhiana is in India.
The city of Novokuznetsk is in Russia or the city of Kota Kinabalu is in the United States.,or,TF,1,The city of Novokuznetsk is in Russia.,The city of Kota Kinabalu is in the United States.
The city of Niamey is in China and the city of Aparecida de Goiania is in Brazil.,and,FT,0,The city of Niamey is in China.,The city of Aparecida de Goiania is in Brazil.
The city of Huzhou is in Germany or the city of Harbin is in Russia.,or,FF,0,The city of Huzhou is in Germany.,The city of Harbin is in Russia.
The city of Novokuznetsk is in China and the city of Dar es Salaam is in Italy.,and,FF,0,The city of Novokuznetsk is in China.,The city of Dar es Salaam is in Italy.
The city of Zahedan is in Nicaragua and the city of Winnipeg is in Mexico.,and,FF,0,The city of Zahedan is in Nicaragua.,The city of Winnipeg is in Mexico.
The city of Koeln is in Germany and the city of Port Harcourt is in Nigeria.,and,TT,1,The city of Koeln is in Germany.,The city of Port Harcourt is in Nigeria.
The city of Thane is in India or the city of Urumqi is in China.,or,TT,1,The city of Thane is in India.,The city of Urumqi is in China.
The city of Aracaju is in Brazil and the city of Novosibirsk is in the Philippines.,and,TF,0,The city of Aracaju is in Brazil.,The city of Novosibirsk is in the Philippines.
The city of Omdurman is in Sudan and the city of Mbuji-Mayi is in the Democratic Republic of the Congo.,and,TT,1,The city of Omdurman is in Sudan.,The city of Mbuji-Mayi is in the Democratic Republic of the Congo.
The city of Xinyang is in China and the city of Maracay is in Venezuela.,and,TT,1,The city of Xinyang is in China.,The city of Maracay is in Venezuela.
The city of Orumiyeh is in Iran or the city of Ulsan is in South Korea.,or,TT,1,The city of Orumiyeh is in Iran.,The city of Ulsan is in South Korea.
The city of Jeonju is in the United States and the city of Conakry is in Guinea.,and,FT,0,The city of Jeonju is in the United States.,The city of Conakry is in Guinea.
The city of Bucheon-si is in South Korea or the city of Astrakhan is in Russia.,or,TT,1,The city of Bucheon-si is in South Korea.,The city of Astrakhan is in Russia.
